rma,part_no,part_description,vie_name
FMSV2022090065,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022090065,68B12541740,AIR WATER TUBE ROHS,Kênh khí nước
FMSV2022090065,68B12952250,WATER JET TUBE,Kênh nước phụ
FMSV2022090066,342A1295820E,BSA  G391A,
FMSV2022090066,68B989926A,RBS-G181A,Vỏ cao su
FMSV2022090066,68B12541530,FCT RING,Vòng sắt
FMSV2022090066,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2022090066,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2022090066,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022090066,858Y200030B,VCA,Bộ phận kết nối tín hiệu
FMSV2022090066,21A12756080,LG LENS BARREL,Thấu kính dẫn sáng
FMSV2022090066,42B12891190,SLIDE SLEEVE,Ống nối
FMSV2022090066,317Y200047_,CAP,Nắp nhựa
FMSV2022090066,371Y200079_,NOZZLE,Vòi phun
FMSV2022100005,57A12657100,CAP,Nắp nhựa
FMSV2022100005,68A1212595A,NOZZLE ROHS,Vòi phun
FMSV2022100005,68B98042222,RBS-C158E,Vỏ cao su
FMSV2022100021,342A1295820E,BSA  G391A,
FMSV2022100021,68B989926A,RBS-G181A,Vỏ cao su
FMSV2022100021,68B12541530,FCT RING,Vòng sắt
FMSV2022100021,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2022100021,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2022100021,68B1318113A,J TUBE,Kênh nước phụ
FMSV2022100021,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2022100021,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022100021,343A1331775D,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2022100021,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2022100021,56B11069912,BELT,dây đai
FMSV2022100021,57A1235205C,AIRTIGHT CAP,Nắp chống nước
FMSV2022100022,820Y200295E,INSERTING SECTION,Bộ phận thân ống soi
FMSV2022100022,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2022100022,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022100022,42B12891190,SLIDE SLEEVE,Ống nối
FMSV2022100022,56B11069912,BELT,dây đai
FMSV2022100023,898Y200713C,ISA-G399A,Bộ phận thân ống soi
FMSV2022100023,347N120260_,ROUND CORNER SLEEVE,Ống nối (đồng)
FMSV2022100023,347N100996C,HANGING SLEEVE,Ống nối (đồng)
FMSV2022100023,369N100369C,WIRE SLEEVE               ROHS,
FMSV2022100023,375N100284_,O-RING,Vòng cao su
FMSV2022100023,113Y120085G,LD PCB ASSY,Bo mạch
FMSV2022100023,113Y120140G,SC580 MCU PCB ASSY,Bo mạch
FMSV2022100023,113Y120120K,SC580FPGA PCB ASSY,Bo mạch
FMSV2022100024,68A1295935A,FLEXIBLE SECTION ASSY,Vỏ ống luồn
FMSV2022100024,23B8087081,ISA RING 2,Vòng sắt
FMSV2022100024,23B1040417A,ISA RING 1,Vòng sắt
FMSV2022100024,342A1295887A,BENDING SECTION ASSY,Bộ phận uốn cong
FMSV2022100024,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2022100024,68B1235415A,FCT RING,Vòng sắt
FMSV2022100024,68A1304877A,FCT-C692A,Kênh sinh thiết
FMSV2022100024,370Y200585_,AW TUBE ASS'Y,Kênh khí nước
FMSV2022100024,68B12952250,WATER JET TUBE,Kênh nước phụ
FMSV2022100024,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2022100024,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022100027,68A1295935A,FLEXIBLE SECTION ASSY,Vỏ ống luồn
FMSV2022100027,342A1295887A,BENDING SECTION ASSY,Bộ phận uốn cong
FMSV2022100027,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2022100027,23B8087081,ISA RING 2,Vòng sắt
FMSV2022100027,23B1040417A,ISA RING 1,Vòng sắt
FMSV2022100027,350Y120229A,RUBBERCONE SET,Tay nắm cao su
FMSV2022100027,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2022100027,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022100027,68B1235415A,FCT RING,Vòng sắt
FMSV2022100027,68A1304877A,FCT-C692A,Kênh sinh thiết
FMSV2022100027,370Y200585_,AW TUBE ASS'Y,Kênh khí nước
FMSV2022100027,68B12952250,WATER JET TUBE,Kênh nước phụ
FMSV2022100027,343A1331775D,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2022100027,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2022100027,56A1082711A,WIRE ASSY,Dây cáp (thép)
FMSV2022100039,342A1295820E,BSA  G391A,
FMSV2022100039,68B989926A,RBS-G181A,Vỏ cao su
FMSV2022100039,23B1295823A,RING2 FG391A ROHS,Vòng sắt
FMSV2022100039,23B1276136A,ISA RING 2,Vòng sắt
FMSV2022100039,23B1040417A,ISA RING 1,Vòng sắt
FMSV2022100039,68A1296102E,FSA-G391A,Vỏ ống luồn
FMSV2022100039,350Y120228A,RUBBER CONE SET,Tay nắm cao su
FMSV2022100039,68B12541530,FCT RING,Vòng sắt
FMSV2022100039,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2022100039,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2022100039,68B1318113A,J TUBE,Kênh nước phụ
FMSV2022100039,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2022100039,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022100042,7A1296088B,LG-G391A,Dây dẫn sáng
FMSV2022100042,342A1295820E,BSA  G391A,
FMSV2022100042,68B989926A,RBS-G181A,Vỏ cao su
FMSV2022100042,68B12541530,FCT RING,Vòng sắt
FMSV2022100042,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2022100042,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2022100042,68B1318113A,J TUBE,Kênh nước phụ
FMSV2022100042,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2022100042,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022100042,42B12891190,SLIDE SLEEVE,Ống nối
FMSV2022100043,342A1295820E,BSA  G391A,
FMSV2022100043,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2022100043,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022100043,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2022100043,68B989926A,RBS-G181A,Vỏ cao su
FMSV2022100043,56B11069912,BELT,dây đai
FMSV2022100044,343A11365050,LG FLEXIBLE SECTION,Vỏ ống dẫn
FMSV2022100044,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2022100044,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022100044,343A1118809C,ISA-G202A,Bộ phận thân ống soi
FMSV2022100064,10A1304570J,CHA-G391A,Đầu thu hình
FMSV2022100064,342A1295820E,BSA  G391A,
FMSV2022100064,68B989926A,RBS-G181A,Vỏ cao su
FMSV2022100064,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2022100064,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022100071,343A1305105G,ISA-G366A,Bộ phận thân ống soi
FMSV2022100071,42B13320050,SLEEVE FG390A ROHS,Ống nối (đồng)
FMSV2022100071,54A3792390,NUT ASSY,Đai ốc (đồng)
FMSV2022100071,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2022100071,113Y200191_,AFE PCB ASSY ROHS,Bo mạch
FMSV2022100071,110A1318460D,530 MICON PCB,Bo mạch
FMSV2022100086,342A1295820E,BSA  G391A,
FMSV2022100086,68B12541530,FCT RING,Vòng sắt
FMSV2022100086,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2022100086,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2022100086,68B1318113A,J TUBE,Kênh nước phụ
FMSV2022100086,10A1304570J,CHA-G391A,Đầu thu hình
FMSV2022100086,343A1331775D,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2022100086,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2022100086,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022100086,68B989926A,RBS-G181A,Vỏ cao su
FMSV2022100086,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2022110008,68A1264924L,FSA-C653A,Vỏ ống luồn
FMSV2022110008,23B8087081,ISA RING 2,Vòng sắt
FMSV2022110008,23B1040417A,ISA RING 1,Vòng sắt
FMSV2022110008,342A1021565E,BSA-C287A,Bộ phận uốn cong
FMSV2022110008,68B98042222,RBS-C158E,Vỏ cao su
FMSV2022110008,68A1192810A,FCT-C310A,Kênh sinh thiết
FMSV2022110008,68B1140782A,PIPE ROHS,Ống nối (đồng)
FMSV2022110008,68B12952250,WATER JET TUBE,Kênh nước phụ
FMSV2022110008,68A12509780,AWT-C243A ROHS,Kênh khí nước
FMSV2022110008,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2022110008,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022110008,343A1327294J,VIDEO CONNECTOR ASSY,Bộ phận kết nối tín hiệu
FMSV2022110012,113Y120227M,CB2 Board Assembly,Khối bo mạch xử lý
FMSV2022110012,114Y200037A,SU-1 MEDIA SET(STANDERD),Thẻ nhớ
FMSV2022110018,28A1259770C,IRIS ASSY,Bộ điều khiển ánh sáng
FMSV2022110018,319A1264973P,LAMP POWER SUPPLY,Bộ nguồn
FMSV2022110019,113Y200042C,MAIN PCB,Bo mạch chính
FMSV2022110019,142K129453_,HEAT SINK ASSY,Bộ tản nhiệt
FMSV2022110024,342A1295820E,BSA  G391A,
FMSV2022110024,68B989926A,RBS-G181A,Vỏ cao su
FMSV2022110024,68B12541530,FCT RING,Vòng sắt
FMSV2022110024,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2022110024,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2022110024,68B1318113A,J TUBE,Kênh nước phụ
FMSV2022110024,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022110024,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2022110026,272A1304313G,MAIN PCB,Bo mạch chính
FMSV2022110026,142K1294530,HEAT SINK ASSY,Bộ tản nhiệt
FMSV2022110027,343A12515850,INSERTING SECTION,Bộ phận thân ống soi
FMSV2022110027,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2022110027,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022110027,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2022110029,342A1251556A,BSA-C642A,Bộ phận uốn cong
FMSV2022110029,68B1207810A,RUBBER FOR BSA,Vỏ cao su
FMSV2022110029,350Y120229A,RUBBERCONE SET,Tay nắm cao su
FMSV2022110029,68A12515180,FSA-C642AH / 9.3,Vỏ ống luồn
FMSV2022110029,23B8087081,ISA RING 2,Vòng sắt
FMSV2022110029,23B1040417A,ISA RING 1,Vòng sắt
FMSV2022110029,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2022110029,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022110029,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2022110029,42B12891190,SLIDE SLEEVE,Ống nối
FMSV2022110029,56A1082711A,WIRE ASSY,Dây cáp (thép)
FMSV2022110029,57B12733300,CAP,Nắp nhựa
FMSV2022110029,371Y200052_,NOZZLE,Vòi phun
FMSV2022110031,343A1305054E,ISA-G313A,Bộ phận thân ống soi
FMSV2022110031,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2022110031,113Y200191_,AFE PCB ASSY ROHS,Bo mạch
FMSV2022110031,110A1318460D,530 MICON PCB,Bo mạch
FMSV2022110031,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2022110031,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022110033,10A1304570J,CHA-G391A,Đầu thu hình
FMSV2022110033,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2022110033,68B12541530,FCT RING,Vòng sắt
FMSV2022110033,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2022110033,68B1318113A,J TUBE,Kênh nước phụ
FMSV2022110033,317Y200047_,CAP,Nắp nhựa
FMSV2022110033,371Y200079_,NOZZLE,Vòi phun
FMSV2022110033,342A1295820E,BSA  G391A,
FMSV2022110033,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2022110033,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022110033,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2022110033,343A1331775D,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2022110036,68B12541530,FCT RING,Vòng sắt
FMSV2022110036,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2022110036,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2022110036,68B1318113A,J TUBE,Kênh nước phụ
FMSV2022110036,10A1304570J,CHA-G391A,Đầu thu hình
FMSV2022110036,342A1295820E,BSA  G391A,
FMSV2022110036,68B989926A,RBS-G181A,Vỏ cao su
FMSV2022110036,23B1295823A,RING2 FG391A ROHS,Vòng sắt
FMSV2022110036,23B1276136A,ISA RING 2,Vòng sắt
FMSV2022110036,23B1040417A,ISA RING 1,Vòng sắt
FMSV2022110036,68A1296102E,FSA-G391A,Vỏ ống luồn
FMSV2022110036,110A1289569E,S600 CTL PCB,Bo mạch
FMSV2022110036,42B12891190,SLIDE SLEEVE,Ống nối
FMSV2022110036,56B11069912,BELT,dây đai
FMSV2022110036,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2022110036,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022110037,342A1295820E,BSA  G391A,
FMSV2022110037,68B989926A,RBS-G181A,Vỏ cao su
FMSV2022110037,68B12541530,FCT RING,Vòng sắt
FMSV2022110037,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2022110037,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2022110037,68B1318113A,J TUBE,Kênh nước phụ
FMSV2022110037,7A1296088B,LG-G391A,Dây dẫn sáng
FMSV2022110037,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2022110037,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022110037,343A1331775D,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2022110037,56B11069912,BELT,dây đai
FMSV2022110037,57A1235205C,AIRTIGHT CAP,Nắp chống nước
FMSV2022110038,342A1295887A,BENDING SECTION ASSY,Bộ phận uốn cong
FMSV2022110038,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2022110038,68A1295935A,FLEXIBLE SECTION ASSY,Vỏ ống luồn
FMSV2022110038,23B8087081,ISA RING 2,Vòng sắt
FMSV2022110038,23B1040417A,ISA RING 1,Vòng sắt
FMSV2022110038,68B1235415A,FCT RING,Vòng sắt
FMSV2022110038,68A1304877A,FCT-C692A,Kênh sinh thiết
FMSV2022110038,370Y200585_,AW TUBE ASS'Y,Kênh khí nước
FMSV2022110038,68B12952250,WATER JET TUBE,Kênh nước phụ
FMSV2022110038,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2022110038,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022110038,56B11069912,BELT,dây đai
FMSV2022110039,68A1295935A,FLEXIBLE SECTION ASSY,Vỏ ống luồn
FMSV2022110039,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2022110039,23B8087081,ISA RING 2,Vòng sắt
FMSV2022110039,23B1040417A,ISA RING 1,Vòng sắt
FMSV2022110040,342A1295887A,BENDING SECTION ASSY,Bộ phận uốn cong
FMSV2022110040,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2022110040,68A1295935A,FLEXIBLE SECTION ASSY,Vỏ ống luồn
FMSV2022110040,23B8087081,ISA RING 2,Vòng sắt
FMSV2022110040,23B1040417A,ISA RING 1,Vòng sắt
FMSV2022110040,68B1235415A,FCT RING,Vòng sắt
FMSV2022110040,68A1304877A,FCT-C692A,Kênh sinh thiết
FMSV2022110040,370Y200585_,AW TUBE ASS'Y,Kênh khí nước
FMSV2022110040,68B12952250,WATER JET TUBE,Kênh nước phụ
FMSV2022110040,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2022110040,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022110041,370Y200585_,AW TUBE ASS'Y,Kênh khí nước
FMSV2022110041,68B12952250,WATER JET TUBE,Kênh nước phụ
FMSV2022110041,342A1295887A,BENDING SECTION ASSY,Bộ phận uốn cong
FMSV2022110041,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2022110041,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022110041,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2022110041,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2022110041,68A1295935A,FLEXIBLE SECTION ASSY,Vỏ ống luồn
FMSV2022110041,23B8087081,ISA RING 2,Vòng sắt
FMSV2022110041,23B1040417A,ISA RING 1,Vòng sắt
FMSV2022110041,56B11069912,BELT,dây đai
FMSV2022110053,343A1295786D,LG FLEXIBLE SECTION,Vỏ ống dẫn
FMSV2022110053,42B12891190,SLIDE SLEEVE,Ống nối
FMSV2022110053,23B10212111,ISA RING 2,Vòng sắt
FMSV2022110053,23B10404170,FSA RING,Vòng sắt
FMSV2022110053,68A11413240,FSA-Y882AH / 5.9,Vỏ ống luồn
FMSV2022110053,342A1141321F,BSA-C882A,Bộ phận uốn cong
FMSV2022110053,68B10004220,RBS-C112B,Vỏ cao su
FMSV2022110053,7A1162086B,LGB-A882A ROHS,Dây dẫn sáng
FMSV2022110053,68B1254100A,AIR WATER TUBE,Kênh khí nước
FMSV2022110053,68A1253919A,A/W TUBE,Kênh khí nước
FMSV2022110053,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2022110053,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022110058,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2022110058,858Y200030E,VCA,Bộ phận kết nối tín hiệu
FMSV2022110058,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2022110058,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022110058,56A1082711A,WIRE ASSY,Dây cáp (thép)
FMSV2022110058,23B8087081,ISA RING 2,Vòng sắt
FMSV2022110058,23B1040417A,ISA RING 1,Vòng sắt
FMSV2022110058,68A1295935A,FLEXIBLE SECTION ASSY,Vỏ ống luồn
FMSV2022110058,342A1295887A,BENDING SECTION ASSY,Bộ phận uốn cong
FMSV2022110058,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2022110061,23B8087081,ISA RING 2,Vòng sắt
FMSV2022110061,23B1040417A,ISA RING 1,Vòng sắt
FMSV2022110061,68A1295935A,FLEXIBLE SECTION ASSY,Vỏ ống luồn
FMSV2022110061,342A1295887A,BENDING SECTION ASSY,Bộ phận uốn cong
FMSV2022110061,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2022110061,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2022110061,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022110061,343A1331775D,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2022110061,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2022110063,10A1304570J,CHA-G391A,Đầu thu hình
FMSV2022110063,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2022110063,68B1318113A,J TUBE,Kênh nước phụ
FMSV2022110063,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2022110063,68B12541530,FCT RING,Vòng sắt
FMSV2022110063,317Y200047_,CAP,Nắp nhựa
FMSV2022110063,371Y200079_,NOZZLE,Vòi phun
FMSV2022110063,342A1295820E,BSA  G391A,
FMSV2022110063,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2022110063,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022110063,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2022110063,68B989926A,RBS-G181A,Vỏ cao su
FMSV2022110065,28A1259770C,IRIS ASSY,Bộ điều khiển ánh sáng
FMSV2022110068,820Y200295E,INSERTING SECTION,Bộ phận thân ống soi
FMSV2022110068,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2022110068,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022110068,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2022110069,10A1304570J,CHA-G391A,Đầu thu hình
FMSV2022110069,68B989926A,RBS-G181A,Vỏ cao su
FMSV2022120002,10A1304570J,CHA-G391A,Đầu thu hình
FMSV2022120002,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2022120002,68B12541530,FCT RING,Vòng sắt
FMSV2022120002,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2022120002,68B1318113A,J TUBE,Kênh nước phụ
FMSV2022120002,317Y200047_,CAP,Nắp nhựa
FMSV2022120002,371Y200079_,NOZZLE,Vòi phun
FMSV2022120002,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2022120002,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022120002,342A1295820E,BSA  G391A,
FMSV2022120002,68B989926A,RBS-G181A,Vỏ cao su
FMSV2022120003,7A1296088B,LG-G391A,Dây dẫn sáng
FMSV2022120003,68B1318113A,J TUBE,Kênh nước phụ
FMSV2022120003,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2022120003,68B12541530,FCT RING,Vòng sắt
FMSV2022120003,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2022120003,317Y200047_,CAP,Nắp nhựa
FMSV2022120003,371Y200079_,NOZZLE,Vòi phun
FMSV2022120003,342A1295820E,BSA  G391A,
FMSV2022120003,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2022120003,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022120003,68A1296102E,FSA-G391A,Vỏ ống luồn
FMSV2022120003,23B1276136A,ISA RING 2,Vòng sắt
FMSV2022120003,23B1040417A,ISA RING 1,Vòng sắt
FMSV2022120003,68B989926A,RBS-G181A,Vỏ cao su
FMSV2022120003,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2022120006,342A1295820E,BSA  G391A,
FMSV2022120006,68B989926A,RBS-G181A,Vỏ cao su
FMSV2022120006,23B1276136A,ISA RING 2,Vòng sắt
FMSV2022120006,23B1040417A,ISA RING 1,Vòng sắt
FMSV2022120006,68A1296102E,FSA-G391A,Vỏ ống luồn
FMSV2022120006,68B12541530,FCT RING,Vòng sắt
FMSV2022120006,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2022120006,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2022120006,68B1318113A,J TUBE,Kênh nước phụ
FMSV2022120006,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2022120006,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022120006,121A1327224H,MM SWITCH,Nút nhấn
FMSV2022120007,68B11191350,BENDING RUBBER,Vỏ cao su
FMSV2022120008,342A1295820E,BSA  G391A,
FMSV2022120008,68B989926A,RBS-G181A,Vỏ cao su
FMSV2022120008,350Y120228A,RUBBER CONE SET,Tay nắm cao su
FMSV2022120008,68B12541530,FCT RING,Vòng sắt
FMSV2022120008,68A1304928B,FCT-G391A,Kênh sinh thiết
FMSV2022120008,370Y200592_,AIR/WATER TUBE ASS''Y,Kênh khí nước
FMSV2022120008,68B1318113A,J TUBE,Kênh nước phụ
FMSV2022120008,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2022120008,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022120008,23B1295823A,RING2 FG391A ROHS,Vòng sắt
FMSV2022120011,370Y200585_,AW TUBE ASS'Y,Kênh khí nước
FMSV2022120011,68B12952250,WATER JET TUBE,Kênh nước phụ
FMSV2022120011,68A1304877A,FCT-C692A,Kênh sinh thiết
FMSV2022120011,68B1235415A,FCT RING,Vòng sắt
FMSV2022120011,342A1295887A,BENDING SECTION ASSY,Bộ phận uốn cong
FMSV2022120011,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2022120011,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022120011,68A1295935A,FLEXIBLE SECTION ASSY,Vỏ ống luồn
FMSV2022120011,23B8087081,ISA RING 2,Vòng sắt
FMSV2022120011,68B9893902,RUBBER FOR BSA ROHS,Vỏ cao su
FMSV2022120011,23B1040417A,ISA RING 1,Vòng sắt
FMSV2022120011,42B12891190,SLIDE SLEEVE,Ống nối
FMSV2022120012,820Y200295E,INSERTING SECTION,Bộ phận thân ống soi
FMSV2022120012,350Y120228A,RUBBER CONE SET,Tay nắm cao su
FMSV2022120012,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2022120012,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022120012,56B11069912,BELT,dây đai
FMSV2022120014,343A1305105G,ISA-G366A,Bộ phận thân ống soi
FMSV2022120014,54A3792390,NUT ASSY,Đai ốc (đồng)
FMSV2022120014,42B13320050,SLEEVE FG390A ROHS,Ống nối (đồng)
FMSV2022120017,370Y200639D,ISA-C692A,Bộ phận thân ống soi
FMSV2022120017,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2022120017,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022120017,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
FMSV2022120017,343A1331775D,VIDEO CONNECTOR ASS'Y,Bộ phận kết nối tín hiệu
FMSV2022120017,56B11069912,BELT,dây đai
FMSV2022120017,57A1235205C,AIRTIGHT CAP,Nắp chống nước
FMSV2022120017,56A1082711A,WIRE ASSY,Dây cáp (thép)
FMSV2022120018,343A1327101,ISA-G390A ROHS,Bộ phận thân ống soi
FMSV2022120018,42B13320050,SLEEVE FG390A ROHS,Ống nối (đồng)
FMSV2022120018,54A3792390,NUT ASSY,Đai ốc (đồng)
FMSV2022120019,370Y200639D,ISA-C692A,Bộ phận thân ống soi
FMSV2022120019,42B593410A,PIPE SLEEVE,Ống nối (đồng)
FMSV2022120019,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022120019,56A1082711A,WIRE ASSY,Dây cáp (thép)
FMSV2022120022,820Y200295E,INSERTING SECTION,Bộ phận thân ống soi
FMSV2022120022,42B632243A,SLEEVE ROHS,Ống nối (đồng)
FMSV2022120022,54A379237A,NUT ASS'Y,Đai ốc (đồng)
FMSV2022120022,343A1295408G,LG FLEXIBLE SECTION ASSY ROHS,Vỏ ống dẫn
