rma,r_code,r_description,vie_name
FMSV2023090027,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023120005,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2024010008,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2024010012,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2024010005,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023110072,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023120024,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023110071,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2024010028,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023120029,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023110045,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023080014,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023080015,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023080016,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023080018,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023080020,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023080024,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023080062,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023080074,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023080075,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023080076,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023080078,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023080079,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023080091,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023080100,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023080101,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023080102,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090004,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090005,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090007,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090012,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090049,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090063,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090077,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090079,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090091,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090093,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090096,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090097,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090098,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090102,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090105,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090106,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090108,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090109,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090111,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090112,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090118,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090119,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090120,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090121,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090123,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090128,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090129,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090130,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090131,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090132,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090133,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090134,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090137,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090138,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090141,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090145,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090146,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090147,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090153,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090154,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090155,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090156,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090159,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090165,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090166,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090170,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090171,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090172,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090173,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090179,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090181,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090182,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090183,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090184,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090185,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090186,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090189,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090190,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090192,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090193,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090194,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090195,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090198,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090209,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090219,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090220,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090222,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090223,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090224,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090225,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090229,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090230,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090231,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090232,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090233,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090234,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090236,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090238,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090240,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090241,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090242,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090247,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090248,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090254,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090255,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090256,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090257,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090258,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090259,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090260,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090262,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090268,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090269,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090275,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090276,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090277,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090278,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090279,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090282,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023090287,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023080061,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023030041,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023100013,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023100017,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023110039,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023110021,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023110058,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023110013,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2024010003,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023120032,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2024010007,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2024010025,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023110046,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023110048,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023110050,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023110052,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023110065,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023120008,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023110025,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023110028,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2023110026,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2024010001,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2024010029,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2024010047,R012,BSA. Replace Bending Section Assembly with FCT/AWT,Bộ phận uốn cong
FMSV2024010036,R013,BSA. Replace Wire of Bending Section Assembly,Bộ phận uốn cong
FMSV2023090059,R013,BSA. Replace Wire of Bending Section Assembly,Bộ phận uốn cong
FMSV2023090107,R013,BSA. Replace Wire of Bending Section Assembly,Bộ phận uốn cong
FMSV2023110070,R013,BSA. Replace Wire of Bending Section Assembly,Bộ phận uốn cong
FMSV2023030069,R014,CHA. Replace Camera Head Assembly with FCT/AWT/RBS,Đầu thu hình
FMSV2023080024,R014,CHA. Replace Camera Head Assembly with FCT/AWT/RBS,Đầu thu hình
FMSV2023080078,R014,CHA. Replace Camera Head Assembly with FCT/AWT/RBS,Đầu thu hình
FMSV2023090070,R014,CHA. Replace Camera Head Assembly with FCT/AWT/RBS,Đầu thu hình
FMSV2023090077,R014,CHA. Replace Camera Head Assembly with FCT/AWT/RBS,Đầu thu hình
FMSV2023090099,R014,CHA. Replace Camera Head Assembly with FCT/AWT/RBS,Đầu thu hình
FMSV2023090100,R014,CHA. Replace Camera Head Assembly with FCT/AWT/RBS,Đầu thu hình
FMSV2023090110,R014,CHA. Replace Camera Head Assembly with FCT/AWT/RBS,Đầu thu hình
FMSV2023090133,R014,CHA. Replace Camera Head Assembly with FCT/AWT/RBS,Đầu thu hình
FMSV2023090137,R014,CHA. Replace Camera Head Assembly with FCT/AWT/RBS,Đầu thu hình
FMSV2023090145,R014,CHA. Replace Camera Head Assembly with FCT/AWT/RBS,Đầu thu hình
FMSV2023090170,R014,CHA. Replace Camera Head Assembly with FCT/AWT/RBS,Đầu thu hình
FMSV2023090173,R014,CHA. Replace Camera Head Assembly with FCT/AWT/RBS,Đầu thu hình
FMSV2023090189,R014,CHA. Replace Camera Head Assembly with FCT/AWT/RBS,Đầu thu hình
FMSV2023090192,R014,CHA. Replace Camera Head Assembly with FCT/AWT/RBS,Đầu thu hình
FMSV2023090194,R014,CHA. Replace Camera Head Assembly with FCT/AWT/RBS,Đầu thu hình
FMSV2023090197,R014,CHA. Replace Camera Head Assembly with FCT/AWT/RBS,Đầu thu hình
FMSV2023090198,R014,CHA. Replace Camera Head Assembly with FCT/AWT/RBS,Đầu thu hình
FMSV2023090199,R014,CHA. Replace Camera Head Assembly with FCT/AWT/RBS,Đầu thu hình
FMSV2023090222,R014,CHA. Replace Camera Head Assembly with FCT/AWT/RBS,Đầu thu hình
FMSV2023090232,R014,CHA. Replace Camera Head Assembly with FCT/AWT/RBS,Đầu thu hình
FMSV2023090233,R014,CHA. Replace Camera Head Assembly with FCT/AWT/RBS,Đầu thu hình
FMSV2023090254,R014,CHA. Replace Camera Head Assembly with FCT/AWT/RBS,Đầu thu hình
FMSV2023090257,R014,CHA. Replace Camera Head Assembly with FCT/AWT/RBS,Đầu thu hình
FMSV2023090262,R014,CHA. Replace Camera Head Assembly with FCT/AWT/RBS,Đầu thu hình
FMSV2023090268,R014,CHA. Replace Camera Head Assembly with FCT/AWT/RBS,Đầu thu hình
FMSV2023090278,R014,CHA. Replace Camera Head Assembly with FCT/AWT/RBS,Đầu thu hình
FMSV2023080061,R014,CHA. Replace Camera Head Assembly with FCT/AWT/RBS,Đầu thu hình
FMSV2023120008,R014,CHA. Replace Camera Head Assembly with FCT/AWT/RBS,Đầu thu hình
FMSV2023090150,R015,CHA. Replace Camera Head Assembly with FSA/BSA/FCT,Đầu thu hình
FMSV2023110059,R015,CHA. Replace Camera Head Assembly with FSA/BSA/FCT,Đầu thu hình
FMSV2023090097,R015,CHA. Replace Camera Head Assembly with FSA/BSA/FCT,Đầu thu hình
FMSV2023090132,R015,CHA. Replace Camera Head Assembly with FSA/BSA/FCT,Đầu thu hình
FMSV2023090134,R015,CHA. Replace Camera Head Assembly with FSA/BSA/FCT,Đầu thu hình
FMSV2023090209,R015,CHA. Replace Camera Head Assembly with FSA/BSA/FCT,Đầu thu hình
FMSV2023090234,R015,CHA. Replace Camera Head Assembly with FSA/BSA/FCT,Đầu thu hình
FMSV2023110046,R015,CHA. Replace Camera Head Assembly with FSA/BSA/FCT,Đầu thu hình
FMSV2023110048,R015,CHA. Replace Camera Head Assembly with FSA/BSA/FCT,Đầu thu hình
FMSV2023110050,R015,CHA. Replace Camera Head Assembly with FSA/BSA/FCT,Đầu thu hình
FMSV2023120009,R015,CHA. Replace Camera Head Assembly with FSA/BSA/FCT,Đầu thu hình
FMSV2023090129,R016,CHA.Replace Zoom CHA with FCT/AWT/RBS,Đầu thu hình
FMSV2023090219,R016,CHA.Replace Zoom CHA with FCT/AWT/RBS,Đầu thu hình
FMSV2023110065,R017,CHA. Replace Zoom Camera Head Assembly with FSA/BS,Đầu thu hình
FMSV2023080079,R059,RBS. Replace Rubber for Bending Section,Vỏ cao su
FMSV2023090108,R059,RBS. Replace Rubber for Bending Section,Vỏ cao su
FMSV2023090119,R059,RBS. Replace Rubber for Bending Section,Vỏ cao su
FMSV2023090166,R059,RBS. Replace Rubber for Bending Section,Vỏ cao su
FMSV2023090194,R059,RBS. Replace Rubber for Bending Section,Vỏ cao su
FMSV2023090197,R059,RBS. Replace Rubber for Bending Section,Vỏ cao su
FMSV2023090257,R059,RBS. Replace Rubber for Bending Section,Vỏ cao su
FMSV2023100031,R059,RBS. Replace Rubber for Bending Section,Vỏ cao su
FMSV2023110057,R059,RBS. Replace Rubber for Bending Section,Vỏ cao su
FMSV2023110070,R059,RBS. Replace Rubber for Bending Section,Vỏ cao su
FMSV2023120021,R059,RBS. Replace Rubber for Bending Section,Vỏ cao su
FMSV2024010044,R059,RBS. Replace Rubber for Bending Section,Vỏ cao su
FMSV2023080085,R019,DWA. Replace Drum Wire Assembly/UDLR wire,Dây cáp (thép)
FMSV2023120010,R019,DWA. Replace Drum Wire Assembly/UDLR wire,Dây cáp (thép)
FMSV2023120043,R019,DWA. Replace Drum Wire Assembly/UDLR wire,Dây cáp (thép)
FMSV2023080014,R019,DWA. Replace Drum Wire Assembly/UDLR wire,Dây cáp (thép)
FMSV2023080016,R019,DWA. Replace Drum Wire Assembly/UDLR wire,Dây cáp (thép)
FMSV2023080018,R019,DWA. Replace Drum Wire Assembly/UDLR wire,Dây cáp (thép)
FMSV2023090097,R019,DWA. Replace Drum Wire Assembly/UDLR wire,Dây cáp (thép)
FMSV2023090112,R019,DWA. Replace Drum Wire Assembly/UDLR wire,Dây cáp (thép)
FMSV2023090123,R019,DWA. Replace Drum Wire Assembly/UDLR wire,Dây cáp (thép)
FMSV2023090138,R019,DWA. Replace Drum Wire Assembly/UDLR wire,Dây cáp (thép)
FMSV2023090171,R019,DWA. Replace Drum Wire Assembly/UDLR wire,Dây cáp (thép)
FMSV2023090276,R019,DWA. Replace Drum Wire Assembly/UDLR wire,Dây cáp (thép)
FMSV2023090014,R019,DWA. Replace Drum Wire Assembly/UDLR wire,Dây cáp (thép)
FMSV2023100013,R019,DWA. Replace Drum Wire Assembly/UDLR wire,Dây cáp (thép)
FMSV2023120032,R019,DWA. Replace Drum Wire Assembly/UDLR wire,Dây cáp (thép)
FMSV2024010047,R019,DWA. Replace Drum Wire Assembly/UDLR wire,Dây cáp (thép)
FMSV2024010038,R022,E. Dry Out Fluid,Sấy khô
FMSV2024010039,R022,E. Dry Out Fluid,Sấy khô
FMSV2024010039,R022,E. Dry Out Fluid,Sấy khô
FMSV2023050045L,R022,E. Dry Out Fluid,Sấy khô
FMSV2023050072,R022,E. Dry Out Fluid,Sấy khô
FMSV2023090027,R022,E. Dry Out Fluid,Sấy khô
FMSV2023120005,R022,E. Dry Out Fluid,Sấy khô
FMSV2023120042,R022,E. Dry Out Fluid,Sấy khô
FMSV2023090108,R022,E. Dry Out Fluid,Sấy khô
FMSV2023090121,R022,E. Dry Out Fluid,Sấy khô
FMSV2023090128,R022,E. Dry Out Fluid,Sấy khô
FMSV2023090186,R022,E. Dry Out Fluid,Sấy khô
FMSV2023090193,R022,E. Dry Out Fluid,Sấy khô
FMSV2023090223,R022,E. Dry Out Fluid,Sấy khô
FMSV2023090256,R022,E. Dry Out Fluid,Sấy khô
FMSV2023090259,R022,E. Dry Out Fluid,Sấy khô
FMSV2023090269,R022,E. Dry Out Fluid,Sấy khô
FMSV2023090275,R022,E. Dry Out Fluid,Sấy khô
FMSV2023100013,R022,E. Dry Out Fluid,Sấy khô
FMSV2023110026,R022,E. Dry Out Fluid,Sấy khô
FMSV2024010037,R022,E. Dry Out Fluid,Sấy khô
FMSV2023120050,R022,E. Dry Out Fluid,Sấy khô
FMSV2024010010,R023,E. Cleaning/Disinfections,Vệ sinh/khử khuẩn
FMSV2024010045,R023,E. Cleaning/Disinfections,Vệ sinh/khử khuẩn
FMSV2023090091,R023,E. Cleaning/Disinfections,Vệ sinh/khử khuẩn
FMSV2024010025,R023,E. Cleaning/Disinfections,Vệ sinh/khử khuẩn
FMSV2023120039,R024,E. Inspection,Kiểm tra
FMSV2023120037,R024,E. Inspection,Kiểm tra
FMSV2024010046,R025,E. Others,Bộ phận khác
FMSV2023050072,R028,FCT. Replace Forceps Channel Tube Assembly,Kênh sinh thiết
FMSV2023120041,R028,FCT. Replace Forceps Channel Tube Assembly,Kênh sinh thiết
FMSV2023120017,R028,FCT. Replace Forceps Channel Tube Assembly,Kênh sinh thiết
FMSV2023110045,R028,FCT. Replace Forceps Channel Tube Assembly,Kênh sinh thiết
FMSV2023080015,R028,FCT. Replace Forceps Channel Tube Assembly,Kênh sinh thiết
FMSV2023080018,R028,FCT. Replace Forceps Channel Tube Assembly,Kênh sinh thiết
FMSV2023080020,R028,FCT. Replace Forceps Channel Tube Assembly,Kênh sinh thiết
FMSV2023080024,R028,FCT. Replace Forceps Channel Tube Assembly,Kênh sinh thiết
FMSV2023080062,R028,FCT. Replace Forceps Channel Tube Assembly,Kênh sinh thiết
FMSV2023080076,R028,FCT. Replace Forceps Channel Tube Assembly,Kênh sinh thiết
FMSV2023080079,R028,FCT. Replace Forceps Channel Tube Assembly,Kênh sinh thiết
FMSV2023080091,R028,FCT. Replace Forceps Channel Tube Assembly,Kênh sinh thiết
FMSV2023080097,R028,FCT. Replace Forceps Channel Tube Assembly,Kênh sinh thiết
FMSV2023080101,R028,FCT. Replace Forceps Channel Tube Assembly,Kênh sinh thiết
FMSV2023090004,R028,FCT. Replace Forceps Channel Tube Assembly,Kênh sinh thiết
FMSV2023090005,R028,FCT. Replace Forceps Channel Tube Assembly,Kênh sinh thiết
